Sensitivity,Specificity,Accuracy,F.Measure,Kappa,type
0.399239543726236,0.703422053231939,0.551330798479088,0.47085201793722,0.102661596958175,gc_width.1
0.526615969581749,0.653992395437262,0.590304182509506,0.56243654822335,0.180608365019011,gc_width.3
0.596958174904943,0.638783269961977,0.61787072243346,0.609708737864078,0.23574144486692,gc_width.5
0.635931558935361,0.615969581749049,0.625950570342205,0.629647058823529,0.251901140684411,gc_width.7
0.665399239543726,0.633079847908745,0.649239543726236,0.654817586529467,0.298479087452471,gc_width.9
